iter	RMSE
1508	0.08800070142
1509	0.08798997183
1510	0.08798508162
1511	0.08796392467
1512	0.08795748906
1513	0.08793853042
1514	0.08792448184
1515	0.08790544456
1516	0.08788793494
1517	0.08786440651
1518	0.08784216174
1519	0.08783188471
1520	0.0878170343
1521	0.08779107315
1522	0.08778282141
1523	0.08777727366
1524	0.08776572477
1525	0.08773693584
1526	0.08771220588
1527	0.08770103296
1528	0.08768176045
1529	0.08767637711
1530	0.08766685786
1531	0.08765128719
1532	0.08762917473
1533	0.08762618235
1534	0.08760111059
1535	0.08758367326
1536	0.08756192405
1537	0.08753908459
1538	0.08751990527
1539	0.08750260376
1540	0.08748387564
1541	0.08746285675
1542	0.0874459003
1543	0.0874277146
1544	0.08742308268
1545	0.08739777832
1546	0.08737934225
1547	0.08735045945
1548	0.0873291651
1549	0.08730690923
1550	0.08728707233
1551	0.08727275238
1552	0.08725458272
1553	0.08723623459
1554	0.08721371326
1555	0.08719697743
1556	0.08718541448
1557	0.08717183915
1558	0.08715252812
1559	0.08712573334
1560	0.08710474647
1561	0.08709130979
1562	0.08707946709
1563	0.08705443906
1564	0.08704793972
1565	0.08702220251
1566	0.08700559113
1567	0.08698975754
1568	0.08696614061
1569	0.08695580208
1570	0.08694214129
1571	0.0869261617
1572	0.08691601424
1573	0.08689393693
1574	0.08688278643
1575	0.08685820783
1576	0.08683746056
1577	0.08681318855
1578	0.08679910193
1579	0.08677465238
1580	0.08676170491
1581	0.08674409864
1582	0.08672101571
1583	0.08670501722
1584	0.08668248841
1585	0.08667305862
1586	0.08666751517
1587	0.0866463108
1588	0.08662343645
1589	0.08659599965
1590	0.08657719532
1591	0.08655960964
1592	0.08654713623
1593	0.08652765867
1594	0.08650899893
1595	0.08649756947
1596	0.0864692207
1597	0.08646051521
1598	0.0864540759
1599	0.08643178532
1600	0.08642405008
1601	0.0864195111
1602	0.08640976893
1603	0.08639554634
1604	0.08637125329
1605	0.08635705645
1606	0.08633848842
1607	0.08631676371
1608	0.08628952622
1609	0.08627159851
1610	0.08625393993
1611	0.08623819837
1612	0.08621385721
1613	0.08620572417
1614	0.08619024011
1615	0.08618237483
1616	0.08615738844
1617	0.0861443771
1618	0.08612500092
1619	0.08610765611
1620	0.08609754444
1621	0.08607698323
1622	0.08605338349
1623	0.08603597608
1624	0.08601536047
1625	0.08598759669
1626	0.08596372325
1627	0.08593716369
1628	0.08593049929
1629	0.08591256997
1630	0.08590582508
1631	0.08588438178
1632	0.08587653555
1633	0.0858583317
1634	0.08584402965
1635	0.08582711887
1636	0.08579858199
1637	0.08577622065
1638	0.08576971186
1639	0.08572270157
1640	0.08571842144
1641	0.08570043656
1642	0.08569124919
1643	0.08567274066
1644	0.08564967292
1645	0.08563091523
1646	0.08561369134
1647	0.08559832177
1648	0.0855784643
1649	0.0855695335
1650	0.08556443459
1651	0.0855436955
1652	0.08552837908
1653	0.08551373321
1654	0.08548650204
1655	0.08546035545
1656	0.08543847196
1657	0.08541297913
1658	0.08540099826
1659	0.08538964417
1660	0.08536851876
1661	0.08534586792
1662	0.08533597958
1663	0.08531880315
1664	0.08530080598
1665	0.08529024686
1666	0.08526970697
1667	0.08524763574
1668	0.08524054794
1669	0.08521948425
1670	0.08519609963
1671	0.08517524713
1672	0.08516023275
1673	0.08513729886
1674	0.08512750574
1675	0.08510702284
1676	0.08508424175
1677	0.08506223397
1678	0.08504455516
1679	0.08501275135
1680	0.08499610863
1681	0.08497798538
1682	0.08496491836
1683	0.08494722826
1684	0.08493476855
1685	0.08491595336
1686	0.08489299896
1687	0.08487598935
1688	0.08487136468
1689	0.08484597977
1690	0.08482470479
1691	0.08481615424
1692	0.0847954537
1693	0.08478222809
1694	0.0847772286
1695	0.08477299633
1696	0.08474435111
1697	0.08472723806
1698	0.08470580197
1699	0.08466516666
1700	0.08465575222
1701	0.08464491364
1702	0.08461889512
1703	0.08460328029
1704	0.08458643512
1705	0.08456730023
1706	0.08454815113
1707	0.08452861747
1708	0.08449981708
1709	0.08448643371
1710	0.08448225711
1711	0.08447840661
1712	0.08445848174
1713	0.08444121945
1714	0.08441655435
1715	0.08439404721
1716	0.084372439
1717	0.08436005905
1718	0.08434390058
1719	0.08433046839
1720	0.08431115587
1721	0.08429036149
1722	0.084285116
1723	0.08427236138
1724	0.08425251803
1725	0.08423359199
1726	0.08422678423
1727	0.08421555662
1728	0.08419595317
1729	0.08417301488
1730	0.08415657858
1731	0.08413906519
1732	0.08412229643
1733	0.08410292841
1734	0.08408761352
1735	0.08407001635
1736	0.08404607645
1737	0.08402941886
1738	0.08401519467
1739	0.08399533847
1740	0.08398219123
1741	0.08396418976
1742	0.08394729352
1743	0.08392338172
1744	0.0839077621
1745	0.08390429222
1746	0.08386906345
1747	0.08384836384
1748	0.08383015608
1749	0.08381333005
1750	0.08379550585
1751	0.08377916351
1752	0.08376316947
1753	0.08374240966
1754	0.08373763158
1755	0.08372923016
1756	0.0837095094
1757	0.08368964031
1758	0.08367367746
1759	0.08365991409
1760	0.08364081073
1761	0.08362022477
1762	0.0836053129
1763	0.08359563089
1764	0.08358980585
1765	0.08356760529
1766	0.08355006498
1767	0.08352719325
1768	0.08351542585
1769	0.08349379316
1770	0.08347154881
1771	0.08345446902
1772	0.08343501858
1773	0.08341921686
1774	0.08340162526
1775	0.08338986355
1776	0.0833729579
1777	0.0833489755
1778	0.08334537416
1779	0.08332748927
1780	0.08330933195
1781	0.08329039531
1782	0.08326695829
1783	0.08325151329
1784	0.08324509247
1785	0.08323081344
1786	0.08322446988
1787	0.08320336158
1788	0.08318868312
1789	0.08318415718
1790	0.08317026828
1791	0.08315693725
1792	0.08314155963
1793	0.08312342661
1794	0.08310510435
1795	0.08309064151
1796	0.08307570547
1797	0.0830724633
1798	0.08305649883
1799	0.08303662824
1800	0.08301592201
1801	0.08300143696
1802	0.08298172555
1803	0.08297766816
1804	0.082958792
1805	0.08294171612
1806	0.08293094088
1807	0.08291252625
1808	0.08288086225
1809	0.0828669103
1810	0.08285091167
1811	0.08283032973
1812	0.0828114807
1813	0.08280022965
1814	0.08278277878
1815	0.08276602744
1816	0.08274764638
1817	0.08274408047
1818	0.0827259599
1819	0.08270857992
1820	0.08269404801
1821	0.08268650402
1822	0.08266460004
1823	0.08264802678
1824	0.08263018057
1825	0.08261531739
1826	0.0825987957
1827	0.08257940304
1828	0.08256238325
1829	0.08252616064
1830	0.08250877445
1831	0.0824896299
1832	0.08247509301
1833	0.08245240452
1834	0.08243506104
1835	0.08240177668
1836	0.08237725839
1837	0.08237404426
1838	0.08235827761
1839	0.08234254429
1840	0.0823178827
1841	0.08229947896
1842	0.08227838523
1843	0.08226355705
1844	0.08225991816
1845	0.08223908573
1846	0.0822235152
1847	0.08220552501
1848	0.08218998051
1849	0.08216747351
1850	0.08215305279
1851	0.08213141647
1852	0.08211475474
1853	0.0820966365
1854	0.08207463335
1855	0.08205910895
1856	0.08204006389
1857	0.08202183525
1858	0.08201065415
1859	0.08199570229
1860	0.0819803408
1861	0.08195949025
1862	0.08194960121
1863	0.08192408018
1864	0.08190958805
1865	0.08190443428
1866	0.08188890704
1867	0.08188537401
1868	0.08188185264
1869	0.08186824392
1870	0.0818534731
1871	0.08182870331
1872	0.08181313722
1873	0.08179645117
1874	0.08179296882
1875	0.08177046012
1876	0.08175945665
1877	0.08172236958
1878	0.08170658906
1879	0.08168721994
1880	0.08166211158
1881	0.08164377578
1882	0.08163022339
1883	0.08161201328
1884	0.08159789555
1885	0.08157852326
1886	0.08156533465
1887	0.08155007817
1888	0.08154302565
1889	0.08152793794
1890	0.08152544591
1891	0.08151424735
1892	0.08147980015
1893	0.08147597599
1894	0.08146439996
1895	0.08144596715
1896	0.08142498237
1897	0.08140897492
1898	0.08139430139
1899	0.08138143931
1900	0.08136563841
1901	0.08134586621
1902	0.08132482163
1903	0.0813214195
1904	0.08129184993
1905	0.08126858407
1906	0.08124818024
1907	0.08122449507
1908	0.08122126774
1909	0.08120692805
1910	0.08119583543
1911	0.0811824851
1912	0.08117477646
1913	0.08115105643
1914	0.08114039783
1915	0.08111872985
1916	0.08111628915
1917	0.08111200637
1918	0.08109045816
1919	0.08107076655
1920	0.08105506064
1921	0.08103228717
1922	0.08100930583
1923	0.08099175199
1924	0.08098589757
1925	0.08096546672
1926	0.08094902492
1927	0.08094660891
1928	0.08093350337
1929	0.08092194029
1930	0.0808919362
1931	0.08086736637
1932	0.08085098286
1933	0.08083206612
1934	0.08080222505
1935	0.08077079067
1936	0.08075070958
1937	0.08074739335
1938	0.0807261546
1939	0.08071399296
1940	0.08069480202
1941	0.08067756144
1942	0.08067445623
1943	0.08065738371
1944	0.08063278923
1945	0.08061393668
1946	0.08060106458
1947	0.08058715309
1948	0.08057234709
1949	0.08054950326
1950	0.08052617003
1951	0.08051325676
1952	0.08051013496
1953	0.08049057803
1954	0.08048560636
1955	0.08048246052
1956	0.08047119946
1957	0.08045169332
1958	0.08041774909
1959	0.08039957958
1960	0.08037896129
1961	0.08036610973
1962	0.08034540059
1963	0.08033236599
1964	0.08031933383
1965	0.08030273638
1966	0.080293907
1967	0.08027399261
1968	0.08026458417
1969	0.08024702758
1970	0.08022625596
1971	0.08021153446
1972	0.08020858044
1973	0.08019356121
1974	0.08017417834
1975	0.08015646274
1976	0.08013738816
1977	0.08011682036
1978	0.08009803997
1979	0.08008791898
1980	0.08006403852
1981	0.08005042652
1982	0.08003247073
1983	0.08002962252
1984	0.08001108571
1985	0.07999620267
1986	0.07996385056
1987	0.07994940031
1988	0.0799336757
1989	0.07991776379
1990	0.07990969745
1991	0.07989345984
1992	0.07987606931
1993	0.07985660499
1994	0.07982428439
1995	0.07981029703
1996	0.07979271131
1997	0.07978957754
1998	0.0797654524
1999	0.07973990121
2000	0.07971364559
2001	0.07971014077
2002	0.07969019273
2003	0.07967751836
2004	0.07966078738
2005	0.07964702943
2006	0.07962592164
2007	0.07960397452
2008	0.07958343885
2009	0.07956766508
2010	0.07955133431
2011	0.07954843472
2012	0.07952809632
2013	0.07952502506
2014	0.07950882837
2015	0.07949487479
2016	0.07949207962
2017	0.07947245121
2018	0.07945643588
2019	0.07943863652
2020	0.07943314326
2021	0.07941922897
2022	0.07939828293
2023	0.07938419678
2024	0.07937068135
2025	0.07935515692
2026	0.07934061615
2027	0.07932877253
2028	0.07932579738
2029	0.07930685357
2030	0.07928176211
2031	0.07926253604
2032	0.07924847527
2033	0.07922759113
2034	0.07921639551
2035	0.07921350302
2036	0.07920341966
2037	0.07918855732
2038	0.0791707101
2039	0.07916773017
2040	0.07915303449
2041	0.07914012958
2042	0.07912981436
2043	0.07912267714
2044	0.07910556304
2045	0.07908868101
2046	0.07907597249
2047	0.0790443026
2048	0.07902398223
2049	0.07900442078
2050	0.07899318229
2051	0.07898676048
2052	0.07897310227
2053	0.07896291043
2054	0.0789505939
2055	0.07893786488
2056	0.07892269886
2057	0.07890446722
2058	0.07888758944
2059	0.07887331286
2060	0.07885836066
2061	0.07884830293
2062	0.07883822468
2063	0.07882392366
2064	0.07880576962
2065	0.07879115508
2066	0.07877700326
2067	0.07876900501
2068	0.07876607431
2069	0.07875108636
2070	0.07873186377
2071	0.078711407
2072	0.07868054552
2073	0.07865753412
2074	0.07864495605
2075	0.07862696722
2076	0.07860698141
2077	0.07858824632
2078	0.07857423675
2079	0.07856057167
2080	0.07855779396
2081	0.07854562409
2082	0.07854284137
2083	0.07852908191
2084	0.07850963696
2085	0.0784941388
2086	0.07847642063
2087	0.07846629395
2088	0.07845008571
2089	0.07844232135
2090	0.07842217223
2091	0.07840123061
2092	0.07839720191
2093	0.07838257998
2094	0.07837039729
2095	0.07834703734
2096	0.07833035013
2097	0.07831086679
2098	0.07829528636
2099	0.07826495445
2100	0.07824574456
2101	0.07823774439
2102	0.07822373715
2103	0.07821204717
2104	0.07819788308
2105	0.07817731143
2106	0.07817024278
2107	0.07816039763
2108	0.07814099976
2109	0.07812300106
2110	0.07810891467
2111	0.07809770114
2112	0.07808400308
2113	0.0780748406
2114	0.07807266024
2115	0.07806987983
2116	0.07806074086
2117	0.0780430902
2118	0.07803288442
2119	0.07803072237
2120	0.0780131213
2121	0.07799552194
2122	0.07796550502
2123	0.07795699083
2124	0.07795322906
2125	0.07793456109
2126	0.07791473367
2127	0.07790703034
2128	0.07789552273
2129	0.07788210214
2130	0.0778686989
2131	0.07785499995
2132	0.07784105858
2133	0.07782180926
2134	0.07781042561
2135	0.07779044021
2136	0.07777746751
2137	0.07774762562
2138	0.07771832617
2139	0.0777006274
2140	0.0776858896
2141	0.07767248986
2142	0.07765347601
2143	0.07763273784
2144	0.07761216219
2145	0.07760194916
2146	0.07758873986
2147	0.07757248271
2148	0.07756424721
2149	0.07755264553
2150	0.07753763787
2151	0.07752451653
2152	0.07750216114
2153	0.0774994461
2154	0.07749310273
2155	0.07748460969
2156	0.07745872556
2157	0.07744361395
2158	0.07743409384
2159	0.07742323423
2160	0.07741724095
2161	0.07740759713
2162	0.07738915536
2163	0.07736909658
2164	0.07735084679
2165	0.07733518557
2166	0.07731663317
2167	0.07730211442
2168	0.0772834955
2169	0.07727040619
2170	0.07725031998
2171	0.07723192252
2172	0.07721496082
2173	0.07720698318
2174	0.07718632748
2175	0.0771745803
2176	0.07716043949
2177	0.0771488604
2178	0.07713232837
2179	0.07710694299
2180	0.07708488843
2181	0.07708224145
2182	0.0770711913
2183	0.07705546698
2184	0.0770500588
2185	0.07703863282
2186	0.07702179417
2187	0.07701406588
2188	0.07699990556
2189	0.07699752755
2190	0.07697945997
2191	0.07695810641
2192	0.07693942808
2193	0.07692412605
2194	0.07690714116
2195	0.07690461573
2196	0.076886036
2197	0.07687132037
2198	0.07685261132
2199	0.07684068364
2200	0.07682615551
2201	0.07681228984
2202	0.07679808604
2203	0.07678507748
2204	0.07677579563
2205	0.07677373803
2206	0.07675431275
2207	0.07674018013
2208	0.07672929133
2209	0.0767243103
2210	0.07670541312
2211	0.07669351715
2212	0.07668577647
2213	0.07667039612
2214	0.07665696541
2215	0.07663805431
2216	0.07662225106
2217	0.07661207131
2218	0.07659422965
2219	0.07658149045
2220	0.07656973859
2221	0.07655427967
2222	0.07653867744
2223	0.07651826974
2224	0.07649613897
2225	0.07647828615
2226	0.07645781881
2227	0.07644566579
2228	0.07644313141
2229	0.07641465546
2230	0.07639378283
2231	0.07637386992
2232	0.07637124038
2233	0.0763513188
2234	0.07633122111
2235	0.07632101521
2236	0.07630258752
2237	0.07629017055
2238	0.07626367272
2239	0.07625113805
2240	0.07623652319
2241	0.07621723624
2242	0.07619333719
2243	0.07617908677
2244	0.07616049625
2245	0.07614891306
2246	0.07612276127
2247	0.07610870451
2248	0.07609840175
2249	0.07609078863
2250	0.07608585803
2251	0.07607334359
2252	0.0760564027
2253	0.07603887683
2254	0.07602165902
2255	0.07601425481
2256	0.07599843599
2257	0.07597937318
2258	0.07596958754
2259	0.07595569694
2260	0.07593337013
2261	0.07591253424
2262	0.07589488658
2263	0.07587872926
2264	0.07585917062
2265	0.07584539264
2266	0.07582803094
2267	0.07581667479
2268	0.07580253934
2269	0.07579057325
2270	0.07577571798
2271	0.07577350708
2272	0.07575637478
2273	0.07574545194
2274	0.07574300868
2275	0.07573003221
2276	0.07571231494
2277	0.07569108845
2278	0.07567470948
2279	0.07566653204
2280	0.07565920747
2281	0.0756381575
2282	0.07562645913
2283	0.0756239628
2284	0.07560947425
2285	0.07559960723
2286	0.07558167382
2287	0.07557790841
2288	0.07555884112
2289	0.07554375783
2290	0.07552785101
2291	0.07550671969
2292	0.07550304314
2293	0.07548634067
2294	0.07547171939
2295	0.07545090418
2296	0.07543650381
2297	0.07541747566
2298	0.07540286329
2299	0.07538609741
2300	0.0753744658
2301	0.07535858547
2302	0.07534694415
2303	0.07534494011
2304	0.07532931763
2305	0.07531427126
2306	0.07528981776
2307	0.07527319023
2308	0.07525010139
2309	0.07523597445
2310	0.07522491362
2311	0.07522151586
2312	0.07521373069
2313	0.07520550365
2314	0.07520357555
2315	0.07519298886
2316	0.07519057647
2317	0.07517217092
2318	0.07515891254
2319	0.07514249161
2320	0.07512710996
2321	0.07511105619
2322	0.07510903895
2323	0.07509357537
2324	0.07508359221
2325	0.07507921517
2326	0.07505658377
2327	0.07504381668
2328	0.07503009913
2329	0.07500762081
2330	0.07498587959
2331	0.0749718319
2332	0.07495772232
2333	0.0749503619
2334	0.0749330003
2335	0.07491681907
2336	0.07490510968
2337	0.07488987444
2338	0.07487480976
2339	0.07486057621
2340	0.07484903943
2341	0.07483383343
2342	0.07482157523
2343	0.07480981242
2344	0.07479640331
2345	0.07478468708
2346	0.07477524518
2347	0.07475745533
2348	0.07475511191
2349	0.07475280511
2350	0.07473728257
2351	0.0747350367
2352	0.07471486387
2353	0.07470029054
2354	0.07469399505
2355	0.07467644841
2356	0.07466204268
2357	0.07465074796
2358	0.07463657693
2359	0.07462485022
2360	0.07461300851
2361	0.07460081751
2362	0.07458664766
2363	0.07457414787
2364	0.07455700409
2365	0.07454451619
2366	0.07454224843
2367	0.07452999552
2368	0.07451475403
2369	0.0745019185
2370	0.07448807934
2371	0.07448086016
2372	0.07446417431
2373	0.07444889721
2374	0.0744351785
2375	0.07441551028
2376	0.07439985814
2377	0.07438504491
2378	0.07436674919
2379	0.07435445564
2380	0.07434261313
2381	0.07433720442
2382	0.07432026203
2383	0.07430922487
2384	0.07430052174
2385	0.07428871014
2386	0.07428049256
2387	0.07425731568
2388	0.0742554806
2389	0.07424229567
2390	0.07423386988
2391	0.07421936314
2392	0.07420753617
2393	0.07419623408
2394	0.07417524624
2395	0.07416623688
2396	0.07414808583
2397	0.07412946987
2398	0.07410748753
2399	0.07410163557
2400	0.07408691174
2401	0.07406119335
2402	0.07405906105
2403	0.0740572434
2404	0.07404642469
2405	0.07403519543
2406	0.07401937928
2407	0.07400035766
2408	0.07399330089
2409	0.07397988759
2410	0.07396269473
2411	0.07395503105
2412	0.07394408794
2413	0.07393337401
2414	0.07393016343
2415	0.07392074681
2416	0.0739189001
2417	0.07390245629
2418	0.07388734001
2419	0.07386480242
2420	0.07384893066
2421	0.07384042772
2422	0.07382726998
2423	0.07381429891
2424	0.07379497249
2425	0.07379275204
2426	0.07378023515
2427	0.07376326264
2428	0.07374926533
2429	0.07374747717
2430	0.07373519431
2431	0.07370998944
2432	0.07369519386
2433	0.07369216064
2434	0.07368114276
2435	0.07366900145
2436	0.07365762676
2437	0.07363369002
2438	0.07360761888
2439	0.07359063623
2440	0.07358366766
2441	0.07357238312
2442	0.07355790843
2443	0.07354733719
2444	0.07353584541
2445	0.07351530889
2446	0.07350300795
2447	0.07349354852
2448	0.07348105114
2449	0.07346155062
2450	0.07344347565
2451	0.07343387843
2452	0.07341609979
2453	0.07340281466
2454	0.07339101664
2455	0.07338410301
2456	0.0733670901
2457	0.07336526596
2458	0.07335462766
2459	0.07334632045
2460	0.07333461001
2461	0.07332328153
2462	0.07330417406
2463	0.07329332714
2464	0.07329151378
2465	0.07328059444
2466	0.07327878118
2467	0.07326610351
2468	0.07326400011
2469	0.07325301582
2470	0.0732355467
2471	0.07322477105
2472	0.07321746748
2473	0.07320557296
2474	0.07318754487
2475	0.07316423022
2476	0.07315051623
2477	0.07313420295
2478	0.07312446315
2479	0.07311677942
2480	0.07309878486
2481	0.07307988607
2482	0.07307446599
2483	0.0730514847
2484	0.07304770256
2485	0.07302801542
2486	0.07301650416
2487	0.07300477961
2488	0.07298437855
2489	0.0729670296
2490	0.07294615511
2491	0.07292870391
2492	0.07291267944
2493	0.07289552823
2494	0.07287086435
2495	0.07285214271
2496	0.07284540839
2497	0.07283248894
2498	0.07281496985
2499	0.07281320477
2500	0.07280270578
2501	0.07280092969
2502	0.0727888084
2503	0.07277054334
2504	0.07275809366
2505	0.07273167645
2506	0.0727145781
2507	0.07269820919
2508	0.072685948
2509	0.07266893532
2510	0.07265343695
2511	0.07264443124
2512	0.07263504486
2513	0.07262696176
2514	0.07261831216
2515	0.07259634914
2516	0.07258958039
2517	0.07257735723
2518	0.07255880119
2519	0.07254229309
2520	0.07253076179
2521	0.07251732936
2522	0.07250562896
2523	0.0724927385
2524	0.07247866831
2525	0.07246774551
2526	0.07245196232
2527	0.07244081848
2528	0.072412628
2529	0.07240078528
2530	0.07239891887
2531	0.07238578833
2532	0.07237310136
2533	0.07235622103
2534	0.07234298472
2535	0.07232524948
2536	0.07231999537
2537	0.0723031074
2538	0.07228705538
2539	0.07227613197
2540	0.07227443162
2541	0.0722587794
2542	0.07224937257
2543	0.07224728394
2544	0.07224532541
2545	0.07223067278
2546	0.07221927719
2547	0.07219778961
2548	0.07218007873
2549	0.07217236831
2550	0.07216552882
2551	0.07215124623
2552	0.07213399793
2553	0.07211994527
2554	0.07211653288
2555	0.07211118925
2556	0.07210950281
2557	0.07209775163
2558	0.07208476691
2559	0.07207771813
2560	0.07206145611
2561	0.07205383042
2562	0.07204190819
2563	0.07202670827
2564	0.07202230505
2565	0.07201582027
2566	0.07200551817
2567	0.07199414367
2568	0.07198596147
2569	0.07198133123
2570	0.07196257151
2571	0.0719440597
2572	0.07192216797
2573	0.07190815539
2574	0.07188819123
2575	0.07187797823
2576	0.07186379294
2577	0.07186101302
2578	0.07185211735
2579	0.07184134261
2580	0.0718249384
2581	0.07181251401
2582	0.07179771616
2583	0.07178515583
2584	0.07177480229
2585	0.07175745344
2586	0.07173747915
2587	0.07171248904
2588	0.07169862552
2589	0.07168399968
2590	0.07167052101
2591	0.071651826
2592	0.07164982299
2593	0.0716391178
2594	0.07162619039
2595	0.07160214135
2596	0.07160016733
2597	0.07157370236
2598	0.07155024605
2599	0.07153090101
2600	0.07152685749
2601	0.07151895757
2602	0.07150765559
2603	0.07148216832
2604	0.07146837663
2605	0.07145349349
2606	0.0714459116
2607	0.07143740449
2608	0.07143544033
2609	0.07141188228
2610	0.07138591444
2611	0.0713728189
2612	0.07136471217
2613	0.0713503395
2614	0.07134111305
2615	0.07133145161
2616	0.07132053183
2617	0.07130492272
2618	0.07130030829
2619	0.0712862857
2620	0.07127361058
2621	0.07124678623
2622	0.0712353736
2623	0.07122213952
2624	0.0711935172
2625	0.0711870822
2626	0.07117373868
2627	0.07116304358
2628	0.07116032976
2629	0.07114519689
2630	0.07112551706
2631	0.0711139497
2632	0.07110534246
2633	0.07108790588
2634	0.07107502248
2635	0.07105804002
2636	0.07104475209
2637	0.07102845703
2638	0.07102671928
2639	0.0710013325
2640	0.07099106041
2641	0.07096832515
2642	0.07094580545
2643	0.07093072124
2644	0.07091362641
2645	0.07090061285
2646	0.07088966995
2647	0.07087912833
2648	0.07086356679
2649	0.07084888851
2650	0.07084437969
2651	0.07083643491
2652	0.07082229488
2653	0.0708122043
2654	0.07080461161
2655	0.07079399214
2656	0.07078425976
2657	0.070768861
2658	0.07075658181
2659	0.07074407224
2660	0.07073325767
2661	0.0707199768
2662	0.07070422575
2663	0.0706961918
2664	0.07068644957
2665	0.07067364152
2666	0.07066346517
2667	0.07065250486
2668	0.07065056988
2669	0.07063975299
2670	0.07062345594
2671	0.07060919916
2672	0.07059873043
2673	0.07059396899
2674	0.07057483086
2675	0.07056812603
2676	0.07055203703
2677	0.07054193714
2678	0.07052630286
2679	0.07051117631
2680	0.07049444163
2681	0.07049256611
2682	0.07047336508
2683	0.07045636696
2684	0.07044816313
2685	0.07043832451
2686	0.07042881319
2687	0.07041754931
2688	0.07040498106
2689	0.07040329902
2690	0.0703872762
2691	0.07037150019
2692	0.07035750775
2693	0.07035588531
2694	0.07033845344
2695	0.07032433241
2696	0.07031554566
2697	0.07030374806
2698	0.07029060347
2699	0.07028906101
2700	0.07027411817
2701	0.0702620055
2702	0.07023974227
2703	0.0702152591
2704	0.07021278143
2705	0.07019695652
2706	0.07017783205
2707	0.07016851966
2708	0.07015382366
2709	0.07014758096
2710	0.07013497311
2711	0.07012547428
2712	0.07012413623
2713	0.07010807438
2714	0.07009923631
2715	0.07008940247
2716	0.07007935523
2717	0.0700631379
2718	0.07004985174
2719	0.07003930368
2720	0.0700377441
2721	0.07003619238
2722	0.07002442344
2723	0.07002290241
2724	0.0700095078
2725	0.0699896899
2726	0.0699773286
2727	0.06996140946
2728	0.06996006154
2729	0.06995047196
2730	0.06993691517
2731	0.06992114303
2732	0.069907467
2733	0.06990583424
2734	0.06988486462
2735	0.06987028928
2736	0.06985354547
2737	0.06984059365
2738	0.06983905263
2739	0.06983743169
2740	0.06982095355
2741	0.06980662726
2742	0.06978799707
2743	0.06977688982
2744	0.0697640959
2745	0.0697529435
2746	0.06973734398
2747	0.06972957681
2748	0.06971683201
2749	0.06970471768
2750	0.06969369259
2751	0.069681509
2752	0.06966624393
2753	0.06965281358
2754	0.06965071362
2755	0.06964890261
2756	0.06964736773
2757	0.06963628766
2758	0.06963224906
2759	0.06961647206
2760	0.06960115145
2761	0.06959875353
2762	0.06958469374
2763	0.06956829757
2764	0.06956554262
2765	0.06955446022
2766	0.0695325998
2767	0.06952013318
2768	0.06950778673
2769	0.06949415924
2770	0.06948298228
2771	0.06948024111
2772	0.06947383006
2773	0.06945439946
2774	0.0694431306
2775	0.0694326969
2776	0.06941049828
2777	0.06939112759
2778	0.06938233822
2779	0.06937553924
2780	0.06937415521
2781	0.06936407263
2782	0.06935616027
2783	0.06934459577
2784	0.06933393244
2785	0.06931993294
2786	0.0693119481
2787	0.06930162478
2788	0.06928061394
2789	0.06925913548
2790	0.06924357564
2791	0.06923181143
2792	0.06921581117
2793	0.06920351691
2794	0.06919008057
2795	0.06918085726
2796	0.06917144522
2797	0.06916919355
2798	0.06916100397
2799	0.06914745557
2800	0.06914144669
2801	0.06913149114
2802	0.06912097638
2803	0.06910998624
2804	0.06909455795
2805	0.06908432739
2806	0.06908284912
2807	0.06907020514
2808	0.06906455915
2809	0.06905538541
2810	0.06904004173
2811	0.06903140925
2812	0.06901507607
2813	0.06900065151
2814	0.06898319898
2815	0.06896999889
2816	0.06896123397
2817	0.06895344844
2818	0.06895175966
2819	0.06893721249
2820	0.06892728402
2821	0.06892099323
2822	0.06890113263
2823	0.06888274287
2824	0.06886956848
2825	0.06885728443
2826	0.0688439332
2827	0.06883518926
2828	0.06882396222
2829	0.06881117445
2830	0.0687931539
2831	0.06879162287
2832	0.06877971571
2833	0.06876890469
2834	0.06875028425
2835	0.06874472586
2836	0.06872411406
2837	0.06872171209
2838	0.06870088196
2839	0.06868675578
2840	0.06867584431
2841	0.06867360533
2842	0.06866113821
2843	0.06865578367
2844	0.06864857064
2845	0.06863710336
2846	0.06862365166
2847	0.06861476231
2848	0.06860027042
2849	0.06858642255
2850	0.06857468508
2851	0.06856120422
2852	0.06854962802
2853	0.06853258292
2854	0.06852215603
2855	0.06851457667
2856	0.06850677372
2857	0.06850420072
2858	0.06849420097
2859	0.06848601526
2860	0.06847573493
2861	0.06846601239
2862	0.06845757363
2863	0.06844707525
2864	0.06843668892
2865	0.06841924159
2866	0.06840298756
2867	0.06839052557
2868	0.06837758665
2869	0.06837406611
2870	0.06836335588
2871	0.06835029904
2872	0.06833982173
2873	0.06832599303
2874	0.06831626101
2875	0.06831484825
2876	0.0683035189
2877	0.06829462987
2878	0.06828407088
2879	0.06827030028
2880	0.06826005821
2881	0.0682512095
2882	0.06823949005
2883	0.06823176828
2884	0.06822614597
2885	0.06821543452
2886	0.06820599584
2887	0.06819478506
2888	0.06818422799
2889	0.06818041669
2890	0.06817105941
2891	0.06815950499
2892	0.06814183996
2893	0.06813110038
2894	0.06812138342
2895	0.06811112936
2896	0.06809984658
2897	0.06808682355
2898	0.06806842777
2899	0.0680593574
2900	0.0680486534
2901	0.06802818472
2902	0.06801547713
2903	0.0680086728
2904	0.06799672928
2905	0.06799512861
2906	0.06798924933
2907	0.06797470408
