iter	RMSE
306	0.1405647146
307	0.1403763936
308	0.1402264742
309	0.1400721553
310	0.1399238506
311	0.1398072033
312	0.1396485191
313	0.1394931391
314	0.1393352154
315	0.1391957105
316	0.1390263689
317	0.1388559858
318	0.1386949068
319	0.1385174495
320	0.1383688497
321	0.1381994767
322	0.1380617183
323	0.1378960846
324	0.1377435992
325	0.1375729252
326	0.1374231649
327	0.137280913
328	0.1371513427
329	0.1370093632
330	0.1368282326
331	0.1366636585
332	0.1365311104
333	0.1363774723
334	0.1362493591
335	0.1361194123
336	0.135998949
337	0.1358403938
338	0.1356671212
339	0.135543953
340	0.1354134439
341	0.1352849587
342	0.1351872692
343	0.1350774196
344	0.1349712274
345	0.1348453768
346	0.1347042749
347	0.134572887
348	0.1344610165
349	0.134304332
350	0.13416208
351	0.1340308489
352	0.1339104583
353	0.1337675213
354	0.1336046789
355	0.1334704417
356	0.1333545536
357	0.1332337464
358	0.1330999501
359	0.1330009381
360	0.1328896376
361	0.1327914935
362	0.1326859196
363	0.1325418361
364	0.1324326709
365	0.1323333921
366	0.1322246877
367	0.1320626365
368	0.1319451116
369	0.1318398409
370	0.1317233954
371	0.1316092756
372	0.1314682441
373	0.131340004
374	0.1312366709
375	0.1311187524
376	0.1309877492
377	0.130857906
378	0.1307414608
379	0.1306191821
380	0.1304946149
381	0.1303989344
382	0.1302570297
383	0.1301284505
384	0.1300217625
385	0.1299184275
386	0.1297993381
387	0.1297158109
388	0.1296045099
389	0.1295074831
390	0.1293905247
391	0.1293028495
392	0.1292225636
393	0.1291244713
394	0.1290131477
395	0.128912569
396	0.1287921503
397	0.1287092706
398	0.1286129314
399	0.1285244231
400	0.1284408914
401	0.1283229861
402	0.1281981483
403	0.1281135118
404	0.1279997404
405	0.1279175855
406	0.1278077481
407	0.1277176243
408	0.127588245
409	0.1274906114
410	0.1273852077
411	0.1273011595
412	0.1272059446
413	0.1271297497
414	0.1270345176
415	0.1269425708
416	0.1268417579
417	0.1267342102
418	0.1266234637
419	0.1265068668
420	0.1264355006
421	0.1263207908
422	0.1262467716
423	0.126154716
424	0.1260682622
425	0.125961473
426	0.1258669971
427	0.1257999629
428	0.1256920628
429	0.1256157622
430	0.1255436915
431	0.1254601109
432	0.1253920794
433	0.1253082914
434	0.1252454896
435	0.1251548758
436	0.1250778033
437	0.1249849178
438	0.1248721168
439	0.124807643
440	0.124716106
441	0.1246249246
442	0.1245620889
443	0.1244575377
444	0.1243273406
445	0.1242192717
446	0.1241404473
447	0.1240463335
448	0.1239915165
449	0.1239371019
450	0.1238362351
451	0.123789168
452	0.1237446512
453	0.1236689107
454	0.1236008647
455	0.1235192054
456	0.1234535673
457	0.1233667902
458	0.123290411
459	0.1231914934
460	0.1231081599
461	0.1230344334
462	0.122913675
463	0.1228401109
464	0.1227506
465	0.1226614289
466	0.1225851218
467	0.1224797149
468	0.1223791087
469	0.1222958908
470	0.1222163115
471	0.122120905
472	0.1220369687
473	0.1219384648
474	0.1218812139
475	0.1218111648
476	0.1217649717
477	0.1216698319
478	0.1215882525
479	0.1215271768
480	0.1214128446
481	0.1213390867
482	0.1212511611
483	0.1211890804
484	0.1211150149
485	0.1210416379
486	0.1209504777
487	0.1208617393
488	0.120800815
489	0.1207357448
490	0.1206661276
491	0.1205888835
492	0.1205307168
493	0.1204713238
494	0.1204188588
495	0.120351555
496	0.1202964335
497	0.1202304078
498	0.1201560239
499	0.1200930326
500	0.1200123005
501	0.119956857
502	0.1198944491
503	0.1197988704
504	0.1197313055
505	0.1196847447
506	0.1196354549
507	0.1195591776
508	0.1194985713
509	0.1194341886
510	0.1193990213
511	0.1193463414
512	0.1192869686
513	0.1191993446
514	0.1191216255
515	0.1190313807
516	0.118949571
517	0.1188993534
518	0.1188716584
519	0.1188056714
520	0.1187715931
521	0.1186985266
522	0.1186228049
523	0.1185518168
524	0.1184556645
525	0.1183923806
526	0.1183188036
527	0.1182565039
528	0.1181938171
529	0.1181285899
530	0.1180624877
531	0.118000543
532	0.1179343293
533	0.1178653811
534	0.1178330221
535	0.1177686619
536	0.1177086037
537	0.1176541199
538	0.1176015343
539	0.1175339385
540	0.1174927023
541	0.1174435541
542	0.1173656731
543	0.1173130339
544	0.1172647017
545	0.1171983093
546	0.1171309661
547	0.1170830409
548	0.1170244793
549	0.1169568787
550	0.1169295965
551	0.1168661935
552	0.1168173037
553	0.1167593082
554	0.1166824147
555	0.1166401942
556	0.1165817297
557	0.1165341957
558	0.1164664098
559	0.1164128849
560	0.1163657885
561	0.1163205401
562	0.1162755633
563	0.1162321432
564	0.1161619007
565	0.1160891446
566	0.1160444057
567	0.1159823796
568	0.1159138906
569	0.1158456614
570	0.1157652376
571	0.1157210736
572	0.1156698278
573	0.1156021606
574	0.1155260895
575	0.1154972382
576	0.1154418861
577	0.1153924567
578	0.1153289822
579	0.115265776
580	0.1151944287
581	0.1151361006
582	0.1150825729
583	0.1150537045
584	0.1149987014
585	0.1149405757
586	0.1148876277
587	0.1148290902
588	0.1147777613
589	0.1147182643
590	0.1146645412
591	0.1146002724
592	0.114546559
593	0.11447985
594	0.1144411794
595	0.1144000689
596	0.1143292127
597	0.1142759832
598	0.114205541
599	0.114135469
600	0.1140633153
601	0.1140067186
602	0.1139596065
603	0.113918676
604	0.1138679322
605	0.1138018555
606	0.1137354643
607	0.1136854368
608	0.1136178955
609	0.1135643477
610	0.1135080532
611	0.1134575137
612	0.1133882981
613	0.1133538699
614	0.1132845914
615	0.1132299911
616	0.1131788685
617	0.1131222788
618	0.113076369
619	0.1130320733
620	0.1129910013
621	0.1129224989
622	0.1128610496
623	0.1128207273
624	0.1127707338
625	0.1127345419
626	0.1126798496
627	0.1126551923
628	0.112595342
629	0.1125298717
630	0.1124877602
631	0.1124391953
632	0.1123843251
633	0.1123334433
634	0.1122903179
635	0.1122315513
636	0.1121796638
637	0.1121282298
638	0.1120843731
639	0.1120312705
640	0.111996144
641	0.1119350615
642	0.1118830115
643	0.1118315316
644	0.1118052142
645	0.111754747
646	0.1117190173
647	0.1116796818
648	0.1116291532
649	0.1115756874
650	0.1115273485
651	0.1114751267
652	0.1114288162
653	0.1113797907
654	0.1113449568
655	0.111294158
656	0.1112531893
657	0.1111857923
658	0.1111586647
659	0.1111093863
660	0.1110571775
661	0.1110275186
662	0.1109564278
663	0.1109151158
664	0.1108775975
665	0.1108410456
666	0.110820303
667	0.1107752108
668	0.1107102802
669	0.1106605578
670	0.1106133371
671	0.1105507593
672	0.1104990311
673	0.1104591784
674	0.1104262455
675	0.1103835158
676	0.1103350108
677	0.110289555
678	0.1102313716
679	0.1101748815
680	0.1101089359
681	0.1100689157
682	0.1100317201
683	0.1100211601
684	0.1099699633
685	0.1099564146
686	0.1099154609
687	0.1098590447
688	0.1098036022
689	0.1097423132
690	0.1096907177
691	0.1096630896
692	0.1096082179
693	0.1095647694
694	0.1095390174
695	0.109521716
696	0.1094821731
697	0.109464886
698	0.1094174213
699	0.1093865678
700	0.109347206
701	0.1092899775
702	0.1092267944
703	0.1091919318
704	0.1091598328
705	0.1091362255
706	0.1090947946
707	0.1090340839
708	0.1089774465
709	0.1089337948
710	0.1089157493
711	0.1088954843
712	0.1088461602
713	0.1087989921
714	0.1087524882
715	0.1086774378
716	0.1086283564
717	0.1085706476
718	0.1085309934
719	0.108490847
720	0.1084547997
721	0.1084102743
722	0.1083781039
723	0.1083331501
724	0.1082994016
725	0.1082532947
726	0.1081998924
727	0.1081454283
728	0.1081152902
729	0.1080577453
730	0.1080110633
731	0.1079910904
732	0.107934366
733	0.1078936608
734	0.1078377133
735	0.1077967266
736	0.1077422879
737	0.1076834278
738	0.1076427025
739	0.1076173202
740	0.1075915929
741	0.1075500067
742	0.1075143725
743	0.1074620001
744	0.1074326568
745	0.1074076281
746	0.1073594857
747	0.1073267629
748	0.1072791846
749	0.1072344958
750	0.107208974
751	0.1071653757
752	0.107123594
753	0.1070948508
754	0.107042779
755	0.107004528
756	0.1069772496
757	0.106935588
758	0.1068893626
759	0.106860356
760	0.1068315268
761	0.1067710253
762	0.1067408665
763	0.1067092271
764	0.1066624028
765	0.1066148378
766	0.1065891676
767	0.1065364164
768	0.1064700042
769	0.1064436078
770	0.1064041432
771	0.1063775649
772	0.1063372533
773	0.1062910913
774	0.1062570979
775	0.1061989685
776	0.1061683865
777	0.1061268842
778	0.1060693644
779	0.1060153455
780	0.1059746465
781	0.1059533686
782	0.1059113139
783	0.1058713172
784	0.1058395162
785	0.1058223841
786	0.1057747423
787	0.1057363393
788	0.1056925551
789	0.1056653883
790	0.1056439166
791	0.1055914283
792	0.1055648841
793	0.1055286186
794	0.1054889072
795	0.1054592984
796	0.1054225595
797	0.1053772287
798	0.1053460204
799	0.1053224439
800	0.1052980021
801	0.1052608858
802	0.1052182182
803	0.1051793739
804	0.1051460515
805	0.1051041888
806	0.1050671669
807	0.1050369124
808	0.1050025378
809	0.1049395242
810	0.104913208
811	0.104891614
812	0.1048640615
813	0.1048425315
814	0.1047929805
815	0.104755375
816	0.1047382351
817	0.104691319
818	0.104634718
819	0.1045894188
820	0.1045557631
821	0.10451876
822	0.1044763666
823	0.1044314931
824	0.1044167691
825	0.1043978029
826	0.1043721756
827	0.1043236739
828	0.1042906878
829	0.1042476327
830	0.1041981016
831	0.1041755733
832	0.1041439199
833	0.104106897
834	0.1040789479
835	0.1040431296
836	0.1040206804
837	0.1039906447
838	0.1039488495
839	0.1039278179
840	0.1038835264
841	0.1038597672
842	0.1038159635
843	0.1037867096
844	0.103748662
845	0.1037194354
846	0.1036730004
847	0.103645552
848	0.1036236631
849	0.1035827614
850	0.1035695397
851	0.1035327377
852	0.1034930739
853	0.1034482694
854	0.1034113841
855	0.1033546876
856	0.1033300313
857	0.1032904515
858	0.1032633839
859	0.1032254835
860	0.1032028208
861	0.1031586435
862	0.1031184247
863	0.1031001519
864	0.1030492734
865	0.1030280656
866	0.1029857031
867	0.1029441536
868	0.1029011848
869	0.102877482
870	0.102853443
871	0.1028128026
872	0.1027625209
873	0.1027394377
874	0.1026870707
875	0.1026482189
876	0.1026281825
877	0.1025819054
878	0.1025410531
879	0.1025187874
880	0.1024844039
881	0.1024641672
882	0.1024273304
883	0.1023902586
884	0.1023525792
885	0.1023146124
886	0.1022746389
887	0.1022385994
888	0.102219829
889	0.102195593
890	0.1021684472
891	0.1021542375
892	0.1021174666
893	0.1020855363
894	0.1020413143
895	0.1020210319
896	0.1019998207
897	0.1019778075
898	0.1019603186
899	0.1019323651
900	0.1019017384
901	0.1018792431
902	0.1018639707
903	0.1018256801
904	0.1017628526
905	0.1017220958
906	0.1016803363
907	0.1016538009
908	0.1016276042
909	0.1015934462
910	0.1015541495
911	0.1015419677
912	0.1015073786
913	0.1014672989
914	0.1014559987
915	0.1014324945
916	0.1013953803
917	0.1013574197
918	0.1013185145
919	0.1013061484
920	0.1012665553
921	0.1012268253
922	0.1011960159
923	0.1011544349
924	0.101110058
925	0.1010947515
926	0.1010748651
927	0.1010238151
928	0.1010061235
929	0.1009671529
930	0.1009284777
931	0.1009063259
932	0.100854381
933	0.1008350847
934	0.1007921304
935	0.1007713274
936	0.1007580634
937	0.1007445927
938	0.1007203712
939	0.1006881255
940	0.100648923
941	0.1006202401
942	0.1005776888
943	0.1005393401
944	0.1005043079
945	0.1004745206
946	0.1004574744
947	0.1004211384
948	0.100408084
949	0.1003707732
950	0.1003570359
951	0.1003439939
952	0.1003210304
953	0.1003109306
954	0.1003003397
955	0.1002670744
956	0.1002482371
957	0.1002001664
958	0.1001650567
959	0.1001228025
960	0.1001115228
961	0.1000948518
962	0.1000544919
963	0.1000411045
964	0.1000057091
965	0.09995032345
966	0.09990723025
967	0.0998949924
968	0.09987532756
969	0.09983081269
970	0.09980634725
971	0.09979781532
972	0.09974557001
973	0.09971454059
974	0.09968980571
975	0.09966152524
976	0.09962818506
977	0.09959017548
978	0.0995807583
979	0.09954961352
980	0.09949539792
981	0.09948370091
982	0.09944766873
983	0.09941286511
984	0.09938365339
985	0.09934803507
986	0.0993080438
987	0.09927554394
988	0.0992610418
989	0.09924811064
990	0.09921249549
991	0.09917845948
992	0.09914844431
993	0.09912862362
994	0.09909825537
995	0.09907879494
996	0.09906241213
997	0.09904198649
998	0.09900890319
999	0.09897921428
1000	0.09896810148
1001	0.09893793692
1002	0.09889930033
1003	0.09885909932
1004	0.09881308113
1005	0.09877075861
1006	0.09875964645
1007	0.09872999411
1008	0.09869204871
1009	0.09864728033
1010	0.09863352769
1011	0.09859509258
1012	0.09858641733
1013	0.09855780413
1014	0.09854858665
1015	0.09851187414
1016	0.09847977488
1017	0.0984616148
1018	0.09843446462
1019	0.09840357351
1020	0.09837178298
1021	0.09836179197
1022	0.09832264313
1023	0.09828712417
1024	0.0982755022
1025	0.09824093402
1026	0.09819470624
1027	0.09816952778
1028	0.09813043387
1029	0.09809831373
1030	0.09808832117
1031	0.0980400378
1032	0.09801299737
1033	0.09797241798
1034	0.09794521469
1035	0.09790332228
1036	0.09786733321
1037	0.09783619022
1038	0.09779599538
1039	0.09778676243
1040	0.09775378314
1041	0.0977122956
1042	0.0976817046
1043	0.09765356113
1044	0.09762603797
1045	0.09761809188
1046	0.09760332317
1047	0.09757479408
1048	0.09753849694
1049	0.09752761662
1050	0.0974948621
1051	0.09748514225
1052	0.09745701876
1053	0.09742975528
1054	0.09742221212
1055	0.09740427012
1056	0.09737101716
1057	0.09734550173
1058	0.09733698497
1059	0.09732320193
1060	0.09731259387
1061	0.09728233642
1062	0.09724296889
1063	0.09723490263
1064	0.09722502721
1065	0.09719816617
1066	0.09715869631
1067	0.09713197655
1068	0.09711016794
1069	0.09709365291
1070	0.09706989335
1071	0.09704166269
1072	0.09701125433
1073	0.09696610459
1074	0.09692697169
1075	0.09689897155
1076	0.09686910956
1077	0.09684197734
1078	0.09681108482
1079	0.09678403283
1080	0.09675992903
1081	0.09672487337
1082	0.09670558031
1083	0.09667447306
1084	0.0966466042
1085	0.09663146426
1086	0.09659898434
1087	0.09656685682
1088	0.09653973323
1089	0.09650900769
1090	0.09649648139
1091	0.0964602179
1092	0.09642640545
1093	0.09639500346
1094	0.09636739881
1095	0.09636133443
1096	0.09633408184
1097	0.09631113097
1098	0.09627017881
1099	0.09625539724
1100	0.09624470645
1101	0.09620692591
1102	0.0961829001
1103	0.09617235632
1104	0.0961383415
1105	0.09611126025
1106	0.09607798052
1107	0.09605170242
1108	0.09602482269
1109	0.09600829404
1110	0.09599214499
1111	0.09597134124
1112	0.09593593371
1113	0.09590292449
1114	0.09586039951
1115	0.09583015621
1116	0.09580862258
1117	0.09580326462
1118	0.09576146874
1119	0.09571841119
1120	0.09568456934
1121	0.0956353962
1122	0.0956306847
1123	0.09559662711
1124	0.09556526174
1125	0.09554513566
1126	0.09552660334
1127	0.09549625857
1128	0.09546878845
1129	0.09544561406
1130	0.0954162857
1131	0.09539239432
1132	0.09536733082
1133	0.09535893581
1134	0.09534164096
1135	0.0953181797
1136	0.09528674395
1137	0.09525705211
1138	0.09525092923
1139	0.09522213871
1140	0.09519614065
1141	0.09517254471
1142	0.09513620524
1143	0.09511547089
1144	0.09511031795
1145	0.09510568483
1146	0.09509830879
1147	0.09508683156
1148	0.09506940079
1149	0.09504331672
1150	0.09501203551
1151	0.09498521348
1152	0.09495699687
1153	0.09493178811
1154	0.09490864451
1155	0.09487018851
1156	0.09486166738
1157	0.09483103003
1158	0.09482347702
1159	0.09478360817
1160	0.09474955285
1161	0.09471665557
1162	0.09470280934
1163	0.09467960388
1164	0.09467639435
1165	0.0946516543
1166	0.09462664341
1167	0.094600056
1168	0.09457634587
1169	0.09454577916
1170	0.09452885678
1171	0.09450112314
1172	0.09447467721
1173	0.09444575363
1174	0.09444015248
1175	0.0944352753
1176	0.09440710244
1177	0.09436945775
1178	0.0943416546
1179	0.09431926417
1180	0.09429294654
1181	0.0942617718
1182	0.09424408045
1183	0.09422122288
1184	0.09420737134
1185	0.09418857808
1186	0.09417408625
1187	0.09414444737
1188	0.0941131809
1189	0.09409287264
1190	0.09405797182
1191	0.09402749831
1192	0.09400950686
1193	0.09400306545
1194	0.09396996941
1195	0.09393776572
1196	0.09390712393
1197	0.09388018576
1198	0.09385024879
1199	0.09384554419
1200	0.09381874553
1201	0.09378694415
1202	0.09375808895
1203	0.09374078858
1204	0.09372084439
1205	0.09370967372
1206	0.09369589446
1207	0.09368877313
1208	0.09368574004
1209	0.09366246014
1210	0.09364561912
1211	0.09362116878
1212	0.09358814399
1213	0.09356419783
1214	0.09353707763
1215	0.09351427463
1216	0.09347485467
1217	0.09345157579
1218	0.09342632502
1219	0.09339764203
1220	0.09338635682
1221	0.09335400624
1222	0.09332378087
1223	0.09329192722
1224	0.09328509566
1225	0.09326166185
1226	0.09322516187
1227	0.09320418529
1228	0.09318908756
1229	0.09316304394
1230	0.09313497566
1231	0.09310286403
1232	0.09306945938
1233	0.09304644333
1234	0.09302602398
1235	0.09300029061
1236	0.09298099056
1237	0.09296990502
1238	0.09294514938
1239	0.09293852935
1240	0.09292217045
1241	0.09291142561
1242	0.09288545062
1243	0.09286580878
1244	0.09285236767
1245	0.0928418067
1246	0.09282125067
1247	0.09279673013
1248	0.09277063046
1249	0.09274023192
1250	0.09271157611
1251	0.09269502697
1252	0.09265913669
1253	0.0926531914
1254	0.09264877475
1255	0.09262186149
1256	0.09259265076
1257	0.09256332493
1258	0.09253378707
1259	0.09251458024
1260	0.09248238266
1261	0.0924562267
1262	0.0924416622
1263	0.09242460786
1264	0.09241246425
1265	0.09240225653
1266	0.0923774923
1267	0.09236978813
1268	0.09235124284
1269	0.09234229254
1270	0.09232977161
1271	0.09230116936
1272	0.09227655735
1273	0.09224416341
1274	0.09222521348
1275	0.09218828276
1276	0.09216135483
1277	0.09214025429
1278	0.09211535239
1279	0.0920833571
1280	0.09206255841
1281	0.09205718516
1282	0.09202602878
1283	0.09200182794
1284	0.09199122739
1285	0.09196637283
1286	0.09194464434
1287	0.09191861833
1288	0.09189926076
1289	0.0918772373
1290	0.09184954835
1291	0.09182560028
1292	0.0918090068
1293	0.09179121912
1294	0.09177070062
1295	0.0917410497
1296	0.09171751353
1297	0.09168579709
1298	0.09167570359
1299	0.09165351123
1300	0.09163251512
1301	0.09160572018
1302	0.09160002795
1303	0.09157458812
1304	0.09156593729
1305	0.09155740455
1306	0.09154465641
1307	0.09153644175
1308	0.09152683314
1309	0.09149990538
1310	0.0914948395
1311	0.09146622126
1312	0.0914496034
1313	0.09142536267
1314	0.09140121895
1315	0.09137261755
1316	0.09136729513
1317	0.09135024725
1318	0.09133815422
1319	0.09132547736
1320	0.09131252429
1321	0.09128443375
1322	0.09125714331
1323	0.09123679858
1324	0.09122897794
1325	0.09121236838
1326	0.09118091136
1327	0.09116074884
1328	0.09113969781
1329	0.09111758155
1330	0.09109808434
1331	0.09107656974
1332	0.0910502355
1333	0.09102957496
1334	0.09101385297
1335	0.09100109764
1336	0.09097336212
1337	0.09096144398
1338	0.09093150119
1339	0.09091523271
1340	0.09090386615
1341	0.09088161041
1342	0.09085435501
1343	0.09082895262
1344	0.09080700007
1345	0.09077615773
1346	0.0907477953
1347	0.0907176227
1348	0.09070046775
1349	0.09068646256
1350	0.09067383619
1351	0.09066739488
1352	0.09065394124
1353	0.09063523868
1354	0.09062294837
1355	0.09059560652
1356	0.09058297772
1357	0.09055391325
1358	0.09054338354
1359	0.09054005494
1360	0.09052814822
1361	0.09052216897
1362	0.09050538192
1363	0.09048380197
1364	0.09046573757
1365	0.0904491444
1366	0.09042688713
1367	0.09041995883
1368	0.09039753579
1369	0.09037007497
1370	0.09034924765
1371	0.09032903197
1372	0.09031654377
1373	0.09030372011
1374	0.09028817312
1375	0.09027802852
1376	0.09025339351
1377	0.09023966524
1378	0.09022328384
1379	0.09020377435
1380	0.09018988637
1381	0.0901843708
1382	0.09015731974
1383	0.09013858354
1384	0.09010380576
1385	0.09009067514
1386	0.09006440467
1387	0.09004233451
1388	0.0900193229
1389	0.08998955942
1390	0.0899558753
1391	0.08994735824
1392	0.08992999565
1393	0.08991382058
1394	0.089899524
1395	0.08987714978
1396	0.08986579717
1397	0.08984035482
1398	0.08982354024
1399	0.08979427372
1400	0.08976514196
1401	0.08975367073
1402	0.08972532505
1403	0.089711432
1404	0.08969687012
1405	0.08968054865
1406	0.0896667
1407	0.08965055333
1408	0.0896294197
1409	0.0896163911
1410	0.08960317194
1411	0.08958797036
1412	0.0895686114
1413	0.08955609103
1414	0.0895474972
1415	0.08952230879
1416	0.08950256332
1417	0.08949128254
1418	0.08947739526
1419	0.08945390427
1420	0.08943442106
1421	0.08941956024
1422	0.08939273153
1423	0.08936601159
1424	0.08935809362
1425	0.08934223675
1426	0.08930869989
1427	0.08930114398
1428	0.08928449053
1429	0.08926981133
1430	0.08925881794
1431	0.08924147891
1432	0.08921957395
1433	0.08920402623
1434	0.08919276093
1435	0.08918221528
1436	0.08916300738
1437	0.08914902503
1438	0.08914358557
1439	0.08912404968
1440	0.08911321605
1441	0.08909123573
1442	0.08906509135
1443	0.08905171784
1444	0.08902912882
1445	0.08901170928
1446	0.0889979608
1447	0.08899287228
1448	0.08897296693
1449	0.08894950709
1450	0.08893108158
1451	0.08889998944
1452	0.08888185272
1453	0.08886021597
1454	0.08883243961
1455	0.08882065943
1456	0.08880811181
1457	0.08880145735
1458	0.08878512921
1459	0.08876736849
1460	0.08874688428
1461	0.08873505501
1462	0.08871712968
1463	0.08870614694
1464	0.08870127615
1465	0.08868346016
1466	0.08865909496
1467	0.08864716523
1468	0.08863566323
1469	0.08862122266
1470	0.08859205149
1471	0.08857887412
1472	0.0885623045
1473	0.0885478138
1474	0.08853502277
1475	0.08853190083
1476	0.08852112709
1477	0.08850807013
1478	0.08849251412
1479	0.08846801358
1480	0.08846284083
1481	0.08845796181
1482	0.08844805158
1483	0.0884331042
1484	0.08842889675
1485	0.08841174713
1486	0.08840263615
1487	0.08839167765
1488	0.08836782957
1489	0.08834794293
1490	0.08832370018
1491	0.08831931224
1492	0.0882925012
1493	0.08826258649
1494	0.08823715317
1495	0.08823217255
1496	0.08821168945
1497	0.08819785889
1498	0.08816983006
1499	0.08815187565
1500	0.08813831377
1501	0.0881174031
1502	0.08811232923
1503	0.08810176559
1504	0.08808984247
1505	0.08805848106
1506	0.08803134762
1507	0.08801052328
